,Bitcoin,SnP 500
2000-10-13,,1374.1700439453125
2000-10-16,,1374.6199951171875
2000-10-17,,1349.969970703125
2000-10-18,,1342.1300048828125
2000-10-19,,1388.760009765625
2000-10-20,,1396.9300537109375
2000-10-23,,1395.780029296875
2000-10-24,,1398.1300048828125
2000-10-25,,1364.9000244140625
2000-10-26,,1364.43994140625
2000-10-27,,1379.5799560546875
2000-10-30,,1398.6600341796875
2000-10-31,,1429.4000244140625
2000-11-01,,1421.219970703125
2000-11-02,,1428.3199462890625
2000-11-03,,1426.68994140625
2000-11-06,,1432.18994140625
2000-11-07,,1431.8699951171875
2000-11-08,,1409.280029296875
2000-11-09,,1400.1400146484375
2000-11-10,,1365.97998046875
2000-11-13,,1351.260009765625
2000-11-14,,1382.949951171875
2000-11-15,,1389.81005859375
2000-11-16,,1372.3199462890625
2000-11-17,,1367.719970703125
2000-11-20,,1342.6199951171875
2000-11-21,,1347.3499755859375
2000-11-22,,1322.3599853515625
2000-11-24,,1341.77001953125
2000-11-27,,1348.969970703125
2000-11-28,,1336.0899658203125
2000-11-29,,1341.9300537109375
2000-11-30,,1314.949951171875
2000-12-01,,1315.22998046875
2000-12-04,,1324.969970703125
2000-12-05,,1376.5400390625
2000-12-06,,1351.4599609375
2000-12-07,,1343.550048828125
2000-12-08,,1369.8900146484375
2000-12-11,,1380.199951171875
2000-12-12,,1371.1800537109375
2000-12-13,,1359.989990234375
2000-12-14,,1340.9300537109375
2000-12-15,,1312.1500244140625
2000-12-18,,1322.739990234375
2000-12-19,,1305.5999755859375
2000-12-20,,1264.739990234375
2000-12-21,,1274.8599853515625
2000-12-22,,1305.949951171875
2000-12-26,,1315.18994140625
2000-12-27,,1328.9200439453125
2000-12-28,,1334.219970703125
2000-12-29,,1320.280029296875
2001-01-02,,1283.27001953125
2001-01-03,,1347.56005859375
2001-01-04,,1333.3399658203125
2001-01-05,,1298.3499755859375
2001-01-08,,1295.8599853515625
2001-01-09,,1300.800048828125
2001-01-10,,1313.27001953125
2001-01-11,,1326.8199462890625
2001-01-12,,1318.550048828125
2001-01-16,,1326.6500244140625
2001-01-17,,1329.469970703125
2001-01-18,,1347.969970703125
2001-01-19,,1342.5400390625
2001-01-22,,1342.9000244140625
2001-01-23,,1360.4000244140625
2001-01-24,,1364.300048828125
2001-01-25,,1357.510009765625
2001-01-26,,1354.949951171875
2001-01-29,,1364.1700439453125
2001-01-30,,1373.72998046875
2001-01-31,,1366.010009765625
2001-02-01,,1373.469970703125
2001-02-02,,1349.469970703125
2001-02-05,,1354.31005859375
2001-02-06,,1352.260009765625
2001-02-07,,1340.8900146484375
2001-02-08,,1332.530029296875
2001-02-09,,1314.760009765625
2001-02-12,,1330.31005859375
2001-02-13,,1318.800048828125
2001-02-14,,1315.9200439453125
2001-02-15,,1326.6099853515625
2001-02-16,,1301.530029296875
2001-02-20,,1278.93994140625
2001-02-21,,1255.27001953125
2001-02-22,,1252.8199462890625
2001-02-23,,1245.8599853515625
2001-02-26,,1267.6500244140625
2001-02-27,,1257.93994140625
2001-02-28,,1239.93994140625
2001-03-01,,1241.22998046875
2001-03-02,,1234.1800537109375
2001-03-05,,1241.4100341796875
2001-03-06,,1253.800048828125
2001-03-07,,1261.8900146484375
2001-03-08,,1264.739990234375
2001-03-09,,1233.4200439453125
2001-03-12,,1180.1600341796875
2001-03-13,,1197.6600341796875
2001-03-14,,1166.7099609375
2001-03-15,,1173.56005859375
2001-03-16,,1150.530029296875
2001-03-19,,1170.81005859375
2001-03-20,,1142.6199951171875
2001-03-21,,1122.1400146484375
2001-03-22,,1117.5799560546875
2001-03-23,,1139.8299560546875
2001-03-26,,1152.68994140625
2001-03-27,,1182.1700439453125
2001-03-28,,1153.2900390625
2001-03-29,,1147.949951171875
2001-03-30,,1160.3299560546875
2001-04-02,,1145.8699951171875
2001-04-03,,1106.4599609375
2001-04-04,,1103.25
2001-04-05,,1151.43994140625
2001-04-06,,1128.4300537109375
2001-04-09,,1137.5899658203125
2001-04-10,,1168.3800048828125
2001-04-11,,1165.8900146484375
2001-04-12,,1183.5
2001-04-16,,1179.6800537109375
2001-04-17,,1191.81005859375
2001-04-18,,1238.1600341796875
2001-04-19,,1253.68994140625
2001-04-20,,1242.97998046875
2001-04-23,,1224.3599853515625
2001-04-24,,1209.469970703125
2001-04-25,,1228.75
2001-04-26,,1234.52001953125
2001-04-27,,1253.050048828125
2001-04-30,,1249.4599609375
2001-05-01,,1266.43994140625
2001-05-02,,1267.4300537109375
2001-05-03,,1248.5799560546875
2001-05-04,,1266.6099853515625
2001-05-07,,1263.510009765625
2001-05-08,,1261.199951171875
2001-05-09,,1255.5400390625
2001-05-10,,1255.1800537109375
2001-05-11,,1245.6700439453125
2001-05-14,,1248.9200439453125
2001-05-15,,1249.43994140625
2001-05-16,,1284.989990234375
2001-05-17,,1288.489990234375
2001-05-18,,1291.9599609375
2001-05-21,,1312.8299560546875
2001-05-22,,1309.3800048828125
2001-05-23,,1289.050048828125
2001-05-24,,1293.1700439453125
2001-05-25,,1277.8900146484375
2001-05-29,,1267.9300537109375
2001-05-30,,1248.0799560546875
2001-05-31,,1255.8199462890625
2001-06-01,,1260.6700439453125
2001-06-04,,1267.1099853515625
2001-06-05,,1283.5699462890625
2001-06-06,,1270.030029296875
2001-06-07,,1276.9599609375
2001-06-08,,1264.9599609375
2001-06-11,,1254.3900146484375
2001-06-12,,1255.8499755859375
2001-06-13,,1241.5999755859375
2001-06-14,,1219.8699951171875
2001-06-15,,1214.3599853515625
2001-06-18,,1208.4300537109375
2001-06-19,,1212.5799560546875
2001-06-20,,1223.1400146484375
2001-06-21,,1237.0400390625
2001-06-22,,1225.3499755859375
2001-06-25,,1218.5999755859375
2001-06-26,,1216.760009765625
2001-06-27,,1211.0699462890625
2001-06-28,,1226.199951171875
2001-06-29,,1224.3800048828125
2001-07-02,,1236.719970703125
2001-07-03,,1234.449951171875
2001-07-05,,1219.239990234375
2001-07-06,,1190.5899658203125
2001-07-09,,1198.780029296875
2001-07-10,,1181.52001953125
2001-07-11,,1180.1800537109375
2001-07-12,,1208.1400146484375
2001-07-13,,1215.6800537109375
2001-07-16,,1202.449951171875
2001-07-17,,1214.43994140625
2001-07-18,,1207.7099609375
2001-07-19,,1215.02001953125
2001-07-20,,1210.8499755859375
2001-07-23,,1191.030029296875
2001-07-24,,1171.6500244140625
2001-07-25,,1190.489990234375
2001-07-26,,1202.9300537109375
2001-07-27,,1205.8199462890625
2001-07-30,,1204.52001953125
2001-07-31,,1211.22998046875
2001-08-01,,1215.9300537109375
2001-08-02,,1220.75
2001-08-03,,1214.3499755859375
2001-08-06,,1200.47998046875
2001-08-07,,1204.4000244140625
2001-08-08,,1183.530029296875
2001-08-09,,1183.4300537109375
2001-08-10,,1190.1600341796875
2001-08-13,,1191.2900390625
2001-08-14,,1186.72998046875
2001-08-15,,1178.02001953125
2001-08-16,,1181.6600341796875
2001-08-17,,1161.969970703125
2001-08-20,,1171.4100341796875
2001-08-21,,1157.260009765625
2001-08-22,,1165.31005859375
2001-08-23,,1162.0899658203125
2001-08-24,,1184.9300537109375
2001-08-27,,1179.2099609375
2001-08-28,,1161.510009765625
2001-08-29,,1148.56005859375
2001-08-30,,1129.030029296875
2001-08-31,,1133.5799560546875
2001-09-04,,1132.93994140625
2001-09-05,,1131.739990234375
2001-09-06,,1106.4000244140625
2001-09-07,,1085.780029296875
2001-09-10,,1092.5400390625
2001-09-17,,1038.77001953125
2001-09-18,,1032.739990234375
2001-09-19,,1016.0999755859375
2001-09-20,,984.5399780273438
2001-09-21,,965.7999877929688
2001-09-24,,1003.4500122070312
2001-09-25,,1012.27001953125
2001-09-26,,1007.0399780273438
2001-09-27,,1018.6099853515625
2001-09-28,,1040.93994140625
2001-10-01,,1038.550048828125
2001-10-02,,1051.3299560546875
2001-10-03,,1072.280029296875
2001-10-04,,1069.6300048828125
2001-10-05,,1071.3800048828125
2001-10-08,,1062.43994140625
2001-10-09,,1056.75
2001-10-10,,1080.989990234375
2001-10-11,,1097.4300537109375
2001-10-12,,1091.6500244140625
2001-10-15,,1089.97998046875
2001-10-16,,1097.5400390625
2001-10-17,,1077.0899658203125
2001-10-18,,1068.6099853515625
2001-10-19,,1073.47998046875
2001-10-22,,1089.9000244140625
2001-10-23,,1084.780029296875
2001-10-24,,1085.199951171875
2001-10-25,,1100.0899658203125
2001-10-26,,1104.6099853515625
2001-10-29,,1078.300048828125
2001-10-30,,1059.7900390625
2001-10-31,,1059.780029296875
2001-11-01,,1084.0999755859375
2001-11-02,,1087.199951171875
2001-11-05,,1102.8399658203125
2001-11-06,,1118.8599853515625
2001-11-07,,1115.800048828125
2001-11-08,,1118.5400390625
2001-11-09,,1120.31005859375
2001-11-12,,1118.3299560546875
2001-11-13,,1139.0899658203125
2001-11-14,,1141.2099609375
2001-11-15,,1142.239990234375
2001-11-16,,1138.6500244140625
2001-11-19,,1151.06005859375
2001-11-20,,1142.6600341796875
2001-11-21,,1137.030029296875
2001-11-23,,1150.3399658203125
2001-11-26,,1157.4200439453125
2001-11-27,,1149.5
2001-11-28,,1128.52001953125
2001-11-29,,1140.199951171875
2001-11-30,,1139.449951171875
2001-12-03,,1129.9000244140625
2001-12-04,,1144.800048828125
2001-12-05,,1170.3499755859375
2001-12-06,,1167.0999755859375
2001-12-07,,1158.31005859375
2001-12-10,,1139.9300537109375
2001-12-11,,1136.760009765625
2001-12-12,,1137.0699462890625
2001-12-13,,1119.3800048828125
2001-12-14,,1123.0899658203125
2001-12-17,,1134.3599853515625
2001-12-18,,1142.9200439453125
2001-12-19,,1149.56005859375
2001-12-20,,1139.9300537109375
2001-12-21,,1144.8900146484375
2001-12-24,,1144.6500244140625
2001-12-26,,1149.3699951171875
2001-12-27,,1157.1300048828125
2001-12-28,,1161.02001953125
2001-12-31,,1148.0799560546875
2002-01-02,,1154.6700439453125
2002-01-03,,1165.27001953125
2002-01-04,,1172.510009765625
2002-01-07,,1164.8900146484375
2002-01-08,,1160.7099609375
2002-01-09,,1155.1400146484375
2002-01-10,,1156.550048828125
2002-01-11,,1145.5999755859375
2002-01-14,,1138.4100341796875
2002-01-15,,1146.18994140625
2002-01-16,,1127.5699462890625
2002-01-17,,1138.8800048828125
2002-01-18,,1127.5799560546875
2002-01-22,,1119.31005859375
2002-01-23,,1128.1800537109375
2002-01-24,,1132.1500244140625
2002-01-25,,1133.280029296875
2002-01-28,,1133.06005859375
2002-01-29,,1100.6400146484375
2002-01-30,,1113.5699462890625
2002-01-31,,1130.199951171875
2002-02-01,,1122.199951171875
2002-02-04,,1094.43994140625
2002-02-05,,1090.02001953125
2002-02-06,,1083.510009765625
2002-02-07,,1080.1700439453125
2002-02-08,,1096.219970703125
2002-02-11,,1111.93994140625
2002-02-12,,1107.5
2002-02-13,,1118.510009765625
2002-02-14,,1116.47998046875
2002-02-15,,1104.1800537109375
2002-02-19,,1083.3399658203125
2002-02-20,,1097.97998046875
2002-02-21,,1080.949951171875
2002-02-22,,1089.8399658203125
2002-02-25,,1109.4300537109375
2002-02-26,,1109.3800048828125
2002-02-27,,1109.8900146484375
2002-02-28,,1106.72998046875
2002-03-01,,1131.780029296875
2002-03-04,,1153.8399658203125
2002-03-05,,1146.1400146484375
2002-03-06,,1162.77001953125
2002-03-07,,1157.5400390625
2002-03-08,,1164.31005859375
2002-03-11,,1168.260009765625
2002-03-12,,1165.5799560546875
2002-03-13,,1154.0899658203125
2002-03-14,,1153.0400390625
2002-03-15,,1166.1600341796875
2002-03-18,,1165.550048828125
2002-03-19,,1170.2900390625
2002-03-20,,1151.8499755859375
2002-03-21,,1153.5899658203125
2002-03-22,,1148.699951171875
2002-03-25,,1131.8699951171875
2002-03-26,,1138.489990234375
2002-03-27,,1144.5799560546875
2002-03-28,,1147.3900146484375
2002-04-01,,1146.5400390625
2002-04-02,,1136.760009765625
2002-04-03,,1125.4000244140625
2002-04-04,,1126.3399658203125
2002-04-05,,1122.72998046875
2002-04-08,,1125.2900390625
2002-04-09,,1117.800048828125
2002-04-10,,1130.469970703125
2002-04-11,,1103.68994140625
2002-04-12,,1111.010009765625
2002-04-15,,1102.550048828125
2002-04-16,,1128.3699951171875
2002-04-17,,1126.0699462890625
2002-04-18,,1124.469970703125
2002-04-19,,1125.1700439453125
2002-04-22,,1107.8299560546875
2002-04-23,,1100.9599609375
2002-04-24,,1093.1400146484375
2002-04-25,,1091.47998046875
2002-04-26,,1076.3199462890625
2002-04-29,,1065.449951171875
2002-04-30,,1076.9200439453125
2002-05-01,,1086.4599609375
2002-05-02,,1084.56005859375
2002-05-03,,1073.4300537109375
2002-05-06,,1052.6700439453125
2002-05-07,,1049.489990234375
2002-05-08,,1088.8499755859375
2002-05-09,,1073.010009765625
2002-05-10,,1054.989990234375
2002-05-13,,1074.56005859375
2002-05-14,,1097.280029296875
2002-05-15,,1091.0699462890625
2002-05-16,,1098.22998046875
2002-05-17,,1106.5899658203125
2002-05-20,,1091.8800048828125
2002-05-21,,1079.8800048828125
2002-05-22,,1086.02001953125
2002-05-23,,1097.0799560546875
2002-05-24,,1083.8199462890625
2002-05-28,,1074.550048828125
2002-05-29,,1067.6600341796875
2002-05-30,,1064.6600341796875
2002-05-31,,1067.1400146484375
2002-06-03,,1040.6800537109375
2002-06-04,,1040.68994140625
2002-06-05,,1049.9000244140625
2002-06-06,,1029.1500244140625
2002-06-07,,1027.530029296875
2002-06-10,,1030.739990234375
2002-06-11,,1013.5999755859375
2002-06-12,,1020.260009765625
2002-06-13,,1009.5599975585938
2002-06-14,,1007.27001953125
2002-06-17,,1036.1700439453125
2002-06-18,,1037.1400146484375
2002-06-19,,1019.989990234375
2002-06-20,,1006.2899780273438
2002-06-21,,989.1400146484375
2002-06-24,,992.719970703125
2002-06-25,,976.1400146484375
2002-06-26,,973.530029296875
2002-06-27,,990.6400146484375
2002-06-28,,989.8200073242188
2002-07-01,,968.6500244140625
2002-07-02,,948.0900268554688
2002-07-03,,953.989990234375
2002-07-05,,989.030029296875
2002-07-08,,976.97998046875
2002-07-09,,952.8300170898438
2002-07-10,,920.469970703125
2002-07-11,,927.3699951171875
2002-07-12,,921.3900146484375
2002-07-15,,917.9299926757812
2002-07-16,,900.9400024414062
2002-07-17,,906.0399780273438
2002-07-18,,881.5599975585938
2002-07-19,,847.75
2002-07-22,,819.8499755859375
2002-07-23,,797.7000122070312
2002-07-24,,843.4299926757812
2002-07-25,,838.6799926757812
2002-07-26,,852.8400268554688
2002-07-29,,898.9600219726562
2002-07-30,,902.780029296875
2002-07-31,,911.6199951171875
2002-08-01,,884.6599731445312
2002-08-02,,864.239990234375
2002-08-05,,834.5999755859375
2002-08-06,,859.5700073242188
2002-08-07,,876.77001953125
2002-08-08,,905.4600219726562
2002-08-09,,908.6400146484375
2002-08-12,,903.7999877929688
2002-08-13,,884.2100219726562
2002-08-14,,919.6199951171875
2002-08-15,,930.25
2002-08-16,,928.77001953125
2002-08-19,,950.7000122070312
2002-08-20,,937.4299926757812
2002-08-21,,949.3599853515625
2002-08-22,,962.7000122070312
2002-08-23,,940.8599853515625
2002-08-26,,947.9500122070312
2002-08-27,,934.8200073242188
2002-08-28,,917.8699951171875
2002-08-29,,917.7999877929688
2002-08-30,,916.0700073242188
2002-09-03,,878.02001953125
2002-09-04,,893.4000244140625
2002-09-05,,879.1500244140625
2002-09-06,,893.9199829101562
2002-09-09,,902.9600219726562
2002-09-10,,909.5800170898438
2002-09-11,,909.4500122070312
2002-09-12,,886.9099731445312
2002-09-13,,889.8099975585938
2002-09-16,,891.0999755859375
2002-09-17,,873.52001953125
2002-09-18,,869.4600219726562
2002-09-19,,843.3200073242188
2002-09-20,,845.3900146484375
2002-09-23,,833.7000122070312
2002-09-24,,819.2899780273438
2002-09-25,,839.6599731445312
2002-09-26,,854.9500122070312
2002-09-27,,827.3699951171875
2002-09-30,,815.280029296875
2002-10-01,,847.9099731445312
2002-10-02,,827.9099731445312
2002-10-03,,818.9500122070312
2002-10-04,,800.5800170898438
2002-10-07,,785.280029296875
2002-10-08,,798.5499877929688
2002-10-09,,776.760009765625
2002-10-10,,803.9199829101562
2002-10-11,,835.3200073242188
2002-10-14,,841.4400024414062
2002-10-15,,881.27001953125
2002-10-16,,860.02001953125
2002-10-17,,879.2000122070312
2002-10-18,,884.3900146484375
2002-10-21,,899.719970703125
2002-10-22,,890.1599731445312
2002-10-23,,896.1400146484375
2002-10-24,,882.5
2002-10-25,,897.6500244140625
2002-10-28,,890.22998046875
2002-10-29,,882.1500244140625
2002-10-30,,890.7100219726562
2002-10-31,,885.760009765625
2002-11-01,,900.9600219726562
2002-11-04,,908.3499755859375
2002-11-05,,915.3900146484375
2002-11-06,,923.760009765625
2002-11-07,,902.6500244140625
2002-11-08,,894.739990234375
2002-11-11,,876.1900024414062
2002-11-12,,882.9500122070312
2002-11-13,,882.530029296875
2002-11-14,,904.27001953125
2002-11-15,,909.8300170898438
2002-11-18,,900.3599853515625
2002-11-19,,896.739990234375
2002-11-20,,914.1500244140625
2002-11-21,,933.760009765625
2002-11-22,,930.5499877929688
2002-11-25,,932.8699951171875
2002-11-26,,913.3099975585938
2002-11-27,,938.8699951171875
2002-11-29,,936.3099975585938
2002-12-02,,934.530029296875
2002-12-03,,920.75
2002-12-04,,917.5800170898438
2002-12-05,,906.5499877929688
2002-12-06,,912.22998046875
2002-12-09,,892.0
2002-12-10,,904.4500122070312
2002-12-11,,904.9600219726562
2002-12-12,,901.5800170898438
2002-12-13,,889.47998046875
2002-12-16,,910.4000244140625
2002-12-17,,902.989990234375
2002-12-18,,891.1199951171875
2002-12-19,,884.25
2002-12-20,,895.760009765625
2002-12-23,,897.3800048828125
2002-12-24,,892.469970703125
2002-12-26,,889.6599731445312
2002-12-27,,875.4000244140625
2002-12-30,,879.3900146484375
2002-12-31,,879.8200073242188
2003-01-02,,909.030029296875
2003-01-03,,908.5900268554688
2003-01-06,,929.010009765625
2003-01-07,,922.9299926757812
2003-01-08,,909.9299926757812
2003-01-09,,927.5700073242188
2003-01-10,,927.5700073242188
2003-01-13,,926.260009765625
2003-01-14,,931.6599731445312
2003-01-15,,918.219970703125
2003-01-16,,914.5999755859375
2003-01-17,,901.780029296875
2003-01-21,,887.6199951171875
2003-01-22,,878.3599853515625
2003-01-23,,887.3400268554688
2003-01-24,,861.4000244140625
2003-01-27,,847.47998046875
2003-01-28,,858.5399780273438
2003-01-29,,864.3599853515625
2003-01-30,,844.6099853515625
2003-01-31,,855.7000122070312
2003-02-03,,860.3200073242188
2003-02-04,,848.2000122070312
2003-02-05,,843.5900268554688
2003-02-06,,838.1500244140625
2003-02-07,,829.6900024414062
2003-02-10,,835.969970703125
2003-02-11,,829.2000122070312
2003-02-12,,818.6799926757812
2003-02-13,,817.3699951171875
2003-02-14,,834.8900146484375
2003-02-18,,851.1699829101562
2003-02-19,,845.1300048828125
2003-02-20,,837.0999755859375
2003-02-21,,848.1699829101562
2003-02-24,,832.5800170898438
2003-02-25,,838.5700073242188
2003-02-26,,827.5499877929688
2003-02-27,,837.280029296875
2003-02-28,,841.1500244140625
2003-03-03,,834.8099975585938
2003-03-04,,821.989990234375
2003-03-05,,829.8499755859375
2003-03-06,,822.0999755859375
2003-03-07,,828.8900146484375
2003-03-10,,807.47998046875
2003-03-11,,800.72998046875
2003-03-12,,804.1900024414062
2003-03-13,,831.9000244140625
2003-03-14,,833.27001953125
2003-03-17,,862.7899780273438
2003-03-18,,866.4500122070312
2003-03-19,,874.02001953125
2003-03-20,,875.6699829101562
2003-03-21,,895.7899780273438
2003-03-24,,864.22998046875
2003-03-25,,874.739990234375
2003-03-26,,869.9500122070312
2003-03-27,,868.52001953125
2003-03-28,,863.5
2003-03-31,,848.1799926757812
2003-04-01,,858.47998046875
2003-04-02,,880.9000244140625
2003-04-03,,876.4500122070312
2003-04-04,,878.8499755859375
2003-04-07,,879.9299926757812
2003-04-08,,878.2899780273438
2003-04-09,,865.989990234375
2003-04-10,,871.5800170898438
2003-04-11,,868.2999877929688
2003-04-14,,885.22998046875
2003-04-15,,890.8099975585938
2003-04-16,,879.9099731445312
2003-04-17,,893.5800170898438
2003-04-21,,892.010009765625
2003-04-22,,911.3699951171875
2003-04-23,,919.02001953125
2003-04-24,,911.4299926757812
2003-04-25,,898.8099975585938
2003-04-28,,914.8400268554688
2003-04-29,,917.8400268554688
2003-04-30,,916.9199829101562
2003-05-01,,916.2999877929688
2003-05-02,,930.0800170898438
2003-05-05,,926.5499877929688
2003-05-06,,934.3900146484375
2003-05-07,,929.6199951171875
2003-05-08,,920.27001953125
2003-05-09,,933.4099731445312
2003-05-12,,945.1099853515625
2003-05-13,,942.2999877929688
2003-05-14,,939.280029296875
2003-05-15,,946.6699829101562
2003-05-16,,944.2999877929688
2003-05-19,,920.77001953125
2003-05-20,,919.72998046875
2003-05-21,,923.4199829101562
2003-05-22,,931.8699951171875
2003-05-23,,933.219970703125
2003-05-27,,951.47998046875
2003-05-28,,953.219970703125
2003-05-29,,949.6400146484375
2003-05-30,,963.5900268554688
2003-06-02,,967.0
2003-06-03,,971.5599975585938
2003-06-04,,986.239990234375
2003-06-05,,990.1400146484375
2003-06-06,,987.760009765625
2003-06-09,,975.9299926757812
2003-06-10,,984.8400268554688
2003-06-11,,997.47998046875
2003-06-12,,998.510009765625
2003-06-13,,988.6099853515625
2003-06-16,,1010.739990234375
2003-06-17,,1011.6599731445312
2003-06-18,,1010.0900268554688
2003-06-19,,994.7000122070312
2003-06-20,,995.6900024414062
2003-06-23,,981.6400146484375
2003-06-24,,983.4500122070312
2003-06-25,,975.3200073242188
2003-06-26,,985.8200073242188
2003-06-27,,976.219970703125
2003-06-30,,974.5
2003-07-01,,982.3200073242188
2003-07-02,,993.75
2003-07-03,,985.7000122070312
2003-07-07,,1004.4199829101562
2003-07-08,,1007.8400268554688
2003-07-09,,1002.2100219726562
2003-07-10,,988.7000122070312
2003-07-11,,998.1400146484375
2003-07-14,,1003.8599853515625
2003-07-15,,1000.4199829101562
2003-07-16,,994.0900268554688
2003-07-17,,981.72998046875
2003-07-18,,993.3200073242188
2003-07-21,,978.7999877929688
2003-07-22,,988.1099853515625
2003-07-23,,988.6099853515625
2003-07-24,,981.5999755859375
2003-07-25,,998.6799926757812
2003-07-28,,996.52001953125
2003-07-29,,989.280029296875
2003-07-30,,987.489990234375
2003-07-31,,990.3099975585938
2003-08-01,,980.1500244140625
2003-08-04,,982.8200073242188
2003-08-05,,965.4600219726562
2003-08-06,,967.0800170898438
2003-08-07,,974.1199951171875
2003-08-08,,977.5900268554688
2003-08-11,,980.5900268554688
2003-08-12,,990.3499755859375
2003-08-13,,984.030029296875
2003-08-14,,990.510009765625
2003-08-15,,990.6699829101562
2003-08-18,,999.739990234375
2003-08-19,,1002.3499755859375
2003-08-20,,1000.2999877929688
2003-08-21,,1003.27001953125
2003-08-22,,993.0599975585938
2003-08-25,,993.7100219726562
2003-08-26,,996.72998046875
2003-08-27,,996.7899780273438
2003-08-28,,1002.8400268554688
2003-08-29,,1008.010009765625
2003-09-02,,1021.989990234375
2003-09-03,,1026.27001953125
2003-09-04,,1027.969970703125
2003-09-05,,1021.3900146484375
2003-09-08,,1031.6400146484375
2003-09-09,,1023.1699829101562
2003-09-10,,1010.9199829101562
2003-09-11,,1016.4199829101562
2003-09-12,,1018.6300048828125
2003-09-15,,1014.8099975585938
2003-09-16,,1029.3199462890625
2003-09-17,,1025.969970703125
2003-09-18,,1039.5799560546875
2003-09-19,,1036.300048828125
2003-09-22,,1022.8200073242188
2003-09-23,,1029.030029296875
2003-09-24,,1009.3800048828125
2003-09-25,,1003.27001953125
2003-09-26,,996.8499755859375
2003-09-29,,1006.5800170898438
2003-09-30,,995.969970703125
2003-10-01,,1018.219970703125
2003-10-02,,1020.239990234375
2003-10-03,,1029.8499755859375
2003-10-06,,1034.3499755859375
2003-10-07,,1039.25
2003-10-08,,1033.780029296875
2003-10-09,,1038.72998046875
2003-10-10,,1038.06005859375
2003-10-13,,1045.3499755859375
2003-10-14,,1049.47998046875
2003-10-15,,1046.760009765625
2003-10-16,,1050.0699462890625
2003-10-17,,1039.3199462890625
2003-10-20,,1044.6800537109375
2003-10-21,,1046.030029296875
2003-10-22,,1030.3599853515625
2003-10-23,,1033.77001953125
2003-10-24,,1028.9100341796875
2003-10-27,,1031.1300048828125
2003-10-28,,1046.7900390625
2003-10-29,,1048.1099853515625
2003-10-30,,1046.93994140625
2003-10-31,,1050.7099609375
2003-11-03,,1059.02001953125
2003-11-04,,1053.25
2003-11-05,,1051.81005859375
2003-11-06,,1058.050048828125
2003-11-07,,1053.2099609375
2003-11-10,,1047.1099853515625
2003-11-11,,1046.5699462890625
2003-11-12,,1058.530029296875
2003-11-13,,1058.4100341796875
2003-11-14,,1050.3499755859375
2003-11-17,,1043.6300048828125
2003-11-18,,1034.1500244140625
2003-11-19,,1042.43994140625
2003-11-20,,1033.6500244140625
2003-11-21,,1035.280029296875
2003-11-24,,1052.0799560546875
2003-11-25,,1053.8900146484375
2003-11-26,,1058.449951171875
2003-11-28,,1058.199951171875
2003-12-01,,1070.1199951171875
2003-12-02,,1066.6199951171875
2003-12-03,,1064.72998046875
2003-12-04,,1069.719970703125
2003-12-05,,1061.5
2003-12-08,,1069.300048828125
2003-12-09,,1060.1800537109375
2003-12-10,,1059.050048828125
2003-12-11,,1071.2099609375
2003-12-12,,1074.1400146484375
2003-12-15,,1068.0400390625
2003-12-16,,1075.1300048828125
2003-12-17,,1076.47998046875
2003-12-18,,1089.1800537109375
2003-12-19,,1088.6600341796875
2003-12-22,,1092.93994140625
2003-12-23,,1096.02001953125
2003-12-24,,1094.0400390625
2003-12-26,,1095.8900146484375
2003-12-29,,1109.47998046875
2003-12-30,,1109.6400146484375
2003-12-31,,1111.9200439453125
2004-01-02,,1108.47998046875
2004-01-05,,1122.219970703125
2004-01-06,,1123.6700439453125
2004-01-07,,1126.3299560546875
2004-01-08,,1131.9200439453125
2004-01-09,,1121.8599853515625
2004-01-12,,1127.22998046875
2004-01-13,,1121.219970703125
2004-01-14,,1130.52001953125
2004-01-15,,1132.050048828125
2004-01-16,,1139.8299560546875
2004-01-20,,1138.77001953125
2004-01-21,,1147.6199951171875
2004-01-22,,1143.93994140625
2004-01-23,,1141.550048828125
2004-01-26,,1155.3699951171875
2004-01-27,,1144.050048828125
2004-01-28,,1128.47998046875
2004-01-29,,1134.1099853515625
2004-01-30,,1131.1300048828125
2004-02-02,,1135.260009765625
2004-02-03,,1136.030029296875
2004-02-04,,1126.52001953125
2004-02-05,,1128.5899658203125
2004-02-06,,1142.760009765625
2004-02-09,,1139.81005859375
2004-02-10,,1145.5400390625
2004-02-11,,1157.760009765625
2004-02-12,,1152.1099853515625
2004-02-13,,1145.81005859375
2004-02-17,,1156.989990234375
2004-02-18,,1151.8199462890625
2004-02-19,,1147.06005859375
2004-02-20,,1144.1099853515625
2004-02-23,,1140.989990234375
2004-02-24,,1139.0899658203125
2004-02-25,,1143.6700439453125
2004-02-26,,1144.9100341796875
2004-02-27,,1144.93994140625
2004-03-01,,1155.969970703125
2004-03-02,,1149.0999755859375
2004-03-03,,1151.030029296875
2004-03-04,,1154.8699951171875
2004-03-05,,1156.8599853515625
2004-03-08,,1147.199951171875
2004-03-09,,1140.5799560546875
2004-03-10,,1123.8900146484375
2004-03-11,,1106.780029296875
2004-03-12,,1120.5699462890625
2004-03-15,,1104.489990234375
2004-03-16,,1110.699951171875
2004-03-17,,1123.75
2004-03-18,,1122.3199462890625
2004-03-19,,1109.780029296875
2004-03-22,,1095.4000244140625
2004-03-23,,1093.949951171875
2004-03-24,,1091.3299560546875
2004-03-25,,1109.18994140625
2004-03-26,,1108.06005859375
